ISBN,goodreads_id,title,image,goodreads_link,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_link,author_no_of_books,author_followers,original_title,book_format,published,language,setting,all_contributors,number_of_editions,currently_reading,to_read,all_genres
9789772937417,38915624,أهل السوق,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1571481624i/38915624.jpg,https://www.goodreads.com/book/show/38915624,"Published January 1, 2018",8 ratings,0 reviews,3.5,2 (25%),2 (25%),3 (37%),0 (0%),1 (12%),فؤاد قنديل,https://www.goodreads.com/author/show/3087794._,44 ,91 followers,أهل السوق,"181 pages, Paperback","January 1, 2018 by مكتبة الدار العربية للكتاب",Arabic,,فؤاد قنديل,Show all editions,,8 people want to read,
9953681953,8182213,كتيبة الخراب,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322262807l/8182213.jpg,https://www.goodreads.com/book/show/8182213,"First published January 1, 2007",35 ratings,6 reviews,3.46,7 (20%),9 (25%),14 (40%),3 (8%),2 (5%),عبد الكريم جويطي,https://www.goodreads.com/author/show/4400447._,13 ,83 followers,,"222 pages, Paperback","January 1, 2007 by المركز الثقافي العربي",Arabic,,عبد الكريم جويطي,Show all editions,3 people are currently reading,99 people want to read,Fiction
9788899687779,35618018,ريح وأوراق,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1499448564i/35618018.jpg,https://www.goodreads.com/book/show/35618018,"First published October 30, 2008",190 ratings,30 reviews,3.74,60 (31%),50 (26%),51 (26%),28 (14%),1 (<1%),Abbas Kiarostami,https://www.goodreads.com/author/show/6876706.Abbas_Kiarostami,76 ,225 followers,باد وبرگ,"192 pages, Paperback","April 20, 2017 by منشورات المتوسط",Arabic,,"Abbas Kiarostami,محمد الأمين الكرخي (ترجمة)",Show all 7 editions,9 people are currently reading,309 people want to read,Poetry
9786140119840,33860634,سندس,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1484460979i/33860634.jpg,https://www.goodreads.com/book/show/33860634,"Published January 1, 2016",16 ratings,2 reviews,3.25,5 (31%),1 (6%),5 (31%),3 (18%),2 (12%),رولا صبيح,https://www.goodreads.com/author/show/16312485._,2 ,1 follower,,"317 pages, Paperback","January 1, 2016 by الدار العربية للعلوم ناشرون",Arabic,,رولا صبيح,Show all 2 editions,1 person is currently reading,33 people want to read,
9789776640108,39697392,أكذوبة الحجاب,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/39697392,"Published January 1, 2018",8 ratings,3 reviews,2.5,1 (12%),2 (25%),1 (12%),0 (0%),4 (50%),محمد خلاوي,https://www.goodreads.com/author/show/17576442._,2 ,1 follower,,105 pages,"January 1, 2018 by دار زين للنشر",Arabic,,محمد خلاوي,Show all 2 editions,1 person is currently reading,20 people want to read,
9789933354183,49106468,امتداح الخالة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1575560239i/49106468.jpg,https://www.goodreads.com/book/show/49106468,"First published January 1, 1988","8,478 ratings","1,038 reviews",3.43,"1,493 (17%)","2,765 (32%)","2,681 (31%)","1,007 (11%)",532 (6%),Mario Vargas Llosa,https://www.goodreads.com/author/show/22515.Mario_Vargas_Llosa,363 ,"7,605 followers",Elogio de la madrastra,"159 pages, Paperback",الجمل,Arabic,Lima (Peru),"Mario Vargas Llosa,ماريو بارغاس يوسا,صالح علماني (Translator)",Show all 99 editions,165 people are currently reading,"5,499 people want to read","Fiction,Novels,Erotica,Nobel Prize,Latin American,Literature,Romance"
9786030301225,44446371,أفعى تأكل ذيلها,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1552770480i/44446371.jpg,https://www.goodreads.com/book/show/44446371,"First published March 16, 2019",61 ratings,15 reviews,3.84,20 (32%),19 (31%),16 (26%),4 (6%),2 (3%),حسين الضو,https://www.goodreads.com/author/show/18970528._,2 ,162 followers,أفعى تأكل ذيلها,"112 pages, Paperback","March 16, 2019 by دار أثر للنشر والتوزيع",Arabic,,حسين الضو,Show all editions,,87 people want to read,
9789774905885,56256341,خبايا اللال,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644772163i/56256341.jpg,https://www.goodreads.com/book/show/56256341,"First published December 1, 2020",22 ratings,6 reviews,3.95,5 (22%),12 (54%),4 (18%),1 (4%),0 (0%),وداد خليفة,https://www.goodreads.com/author/show/14676239._,4 ,19 followers,,"446 pages, Paperback","December 1, 2020 by دار العين للنشر ",Arabic,,وداد خليفة,Show all editions,1 person is currently reading,19 people want to read,
9789953714219,29871929,قصة عشق كنعانية,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/29871929,"First published January 1, 2009",12 ratings,2 reviews,3.75,2 (16%),6 (50%),3 (25%),1 (8%),0 (0%),صبحي فحماوي,https://www.goodreads.com/author/show/3040899._,17 ,19 followers,,ebook,ektab,,,صبحي فحماوي,Show all 2 editions,4 people are currently reading,48 people want to read,
9789773194888,51096636,اليوم الرابع,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562517363l/51096636.jpg,https://www.goodreads.com/book/show/51096636,"First published May 21, 2015","5,929 ratings",858 reviews,3.29,701 (11%),"1,812 (30%)","2,210 (37%)",915 (15%),291 (4%),سارة لوتز,https://www.goodreads.com/author/show/14765130._,2 ,,Day Four,"456 pages, Paperback","July 1, 2019 by العربي للنشر والتوزيع",Arabic,,"سارة لوتز,محمد عثمان خليفة (المترجم)",Show all 41 editions,202 people are currently reading,"8,172 people want to read","Horror,Fiction,Thriller,Mystery,Science Fiction,Fantasy,Suspense"
9789953401409,89908356,‫بيروت لا تغفر‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/89908356,"Published November 2, 2021",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),كارول زياده العجمي,https://www.goodreads.com/author/show/25343361._,,,,75 pages,"November 2, 2021 by درغام",Arabic,,كارول زياده العجمي,Show all editions,,,
9789773194949,51096556,حياة على باب الثلاجة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562517175l/51096556.jpg,https://www.goodreads.com/book/show/51096556,"First published August 3, 2007","11,247 ratings","2,103 reviews",3.67,"2,792 (24%)","3,612 (32%)","3,463 (30%)","1,109 (9%)",271 (2%),Alice Kuipers,https://www.goodreads.com/author/show/149625.Alice_Kuipers,22 ,320 followers,Life on the Refrigerator Door: Notes Between a Mother and Daughter,"67 pages, Paperback","July 7, 2019 by العربي للنشر والتوزيع",Arabic,,"Alice Kuipers,أليس كويبرز,هدى فضل (Translator)",Show all 80 editions,109 people are currently reading,"5,230 people want to read","Fiction,Young Adult,Contemporary,Chick Lit,Family,Drama,Realistic Fiction"
9786140234543,94080016,‫شريط أسود‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/94080016,"Published February 20, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),محمد العصيمي,https://www.goodreads.com/author/show/13671967._,,,,317 pages,"February 20, 2018 by الدار العربية للعلوم ناشرون",Arabic,,محمد العصيمي,Show all editions,,,
9789953633251,7117834-jayn-yir,Jayn Āyir,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/7117834-jayn-yir,"First published October 16, 1847","1,949,243 ratings","56,232 reviews",4.14,"905,481 (46%)","602,721 (30%)","302,361 (15%)","89,416 (4%)","49,264 (2%)",Charlotte Brontë,https://www.goodreads.com/author/show/1036615.Charlotte_Bront_,"2,121 ",15.4k followers,Jane Eyre: An Autobiography,733 pages,"January 1, 2006 by Dār al-ʻIlm lil-Malāyīn",,"Thornfield Hall (United Kingdom), England, United Kingdom",Charlotte Brontë,Show all 11997 editions,70.2k people are currently reading,1m people want to read,"Classics,Fiction,Romance,Historical Fiction,Gothic,Literature,Historical"
9789953689579,50712756,ولا غالب,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580303726i/50712756.jpg,https://www.goodreads.com/book/show/50712756,"First published January 22, 2020",71 ratings,24 reviews,3.66,19 (26%),26 (36%),14 (19%),7 (9%),5 (7%),عبد الوهاب محمد الحمادي,https://www.goodreads.com/author/show/5346004._,4 ,151 followers,,"301 pages, Paperback","January 22, 2020 by المركز الثقافي العربي",Arabic,,عبد الوهاب محمد الحمادي,Show all editions,7 people are currently reading,128 people want to read,
9789953873466,3165719,عودة الغائب,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1264854690i/3165719.jpg,https://www.goodreads.com/book/show/3165719,"First published January 28, 2008","5,121 ratings",637 reviews,4.01,"1,947 (38%)","1,758 (34%)","1,044 (20%)",274 (5%),98 (1%),Monther Alkabbani,https://www.goodreads.com/author/show/1297551.Monther_Alkabbani,9 ,"2,550 followers",عودة الغائب,"279 pages, Paperback","January 28, 2008 by الدار العربية للعلوم ",Arabic,,Monther Alkabbani,Show all 4 editions,154 people are currently reading,"4,839 people want to read","Novels,Fiction,Literature,Historical Fiction,Mystery,Historical,Crime"
9780000000781,6874179-phragmospor-spec-nectria,Phragmospor Spec Nectria,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/6874179-phragmospor-spec-nectria,"First published February 1, 2008",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Johst Hanns,https://www.goodreads.com/author/show/3078750.Johst_Hanns,,,,"162 pages, Paperback","February 1, 2008 by CABI Publishing",English,,Johst Hanns,Show all editions,,1 person wants to read,
9781773225760,40859905,كافكا من أجل أدب أقلي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531877761i/40859905.jpg,https://www.goodreads.com/book/show/40859905,"First published January 1, 1975","1,700 ratings",83 reviews,4.14,716 (42%),626 (36%),264 (15%),73 (4%),21 (1%),Gilles Deleuze (تأليف),https://www.goodreads.com/author/show/13009.Gilles_Deleuze,264 ,"1,888 followers",Kafka : pour une littérature mineure,224 pages,دار سطور للنشر والتوزيع,Arabic,,"Gilles Deleuze (تأليف),Félix Guattari (تأليف),حسين عجة (ترجمة)",Show all 35 editions,110 people are currently reading,"3,057 people want to read","Philosophy,Theory,Nonfiction,Literary Criticism,France,Literature,Criticism"
9789953891040,52575161,موسيقى سوداء وقصص أخرى,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1584820602i/52575161.jpg,https://www.goodreads.com/book/show/52575161,"First published June 1, 1994",16 ratings,10 reviews,2.75,2 (12%),1 (6%),6 (37%),5 (31%),2 (12%),William Faulkner,https://www.goodreads.com/author/show/3535.William_Faulkner,705 ,"8,523 followers",,"550 pages, paperback","January 1, 2009 by دار الآداب - بيروت",Arabic,,"William Faulkner,ويليام فوكنر,سامر أبو هواش (Translator)",Show all 2 editions,,117 people want to read,
9789953383675,20657497,الطيور السوداء,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/20657497,"First published November 9, 1953","39,885 ratings","2,242 reviews",3.91,"10,458 (26%)","17,158 (43%)","10,787 (27%)","1,285 (3%)",197 (<1%),Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,"3,749 ",57.6k followers,A Pocket Full of Rye,124 pages,دار ميوزيك للصحافة والنشر,Arabic,"London, England (United Kingdom), St. Mary Mead, England (United Kingdom)",Agatha Christie,Show all 312 editions,941 people are currently reading,14.7k people want to read,"Mystery,Fiction,Crime,Classics,Mystery Thriller,Detective,British Literature"
9789777513593,55436281,مراعي القتل,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600882555i/55436281.jpg,https://www.goodreads.com/book/show/55436281,"First published January 1, 1994",158 ratings,37 reviews,4.08,65 (41%),55 (34%),26 (16%),9 (5%),3 (1%),فتحي إمبابي,https://www.goodreads.com/author/show/2845930._,9 ,85 followers,مراعي القتل,"711 pages, Paperback","January 1, 2018 by روافد للنشر والتوزيع",Arabic,Egypt,فتحي إمبابي,Show all 3 editions,12 people are currently reading,692 people want to read,"Novels,Fiction"
9786144720141,38586314,امرأة في النافذة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618385001i/38586314.jpg,https://www.goodreads.com/book/show/38586314,"First published January 2, 2018","698,161 ratings","55,919 reviews",3.96,"215,477 (30%)","291,589 (41%)","148,582 (21%)","32,383 (4%)","10,130 (1%)",A.J. Finn,https://www.goodreads.com/author/show/7992137.A_J_Finn,11 ,"6,310 followers",The Woman in the Window,"431 pages, Paperback","February 7, 2018 by منشورات الرمل, دار التنوير",Arabic,"New York (State) (United States), New York City, New York (United States)","A.J. Finn,الحارث النبهان (Translator)",Show all 173 editions,39k people are currently reading,524k people want to read,"Thriller,Mystery,Fiction,Mystery Thriller,Suspense,Audiobook,Crime"
9789957718466,36486607,أغويتُ أبي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509115052i/36486607.jpg,https://www.goodreads.com/book/show/36486607,"Published October 1, 2017",2 ratings,1 review,3.5,0 (0%),1 (50%),1 (50%),0 (0%),0 (0%),سهام أبو عوّاد,https://www.goodreads.com/author/show/17273482._,,,,"206 pages, Paperback","October 1, 2017 by دار دجلة ناشرون وموزعون",Arabic,,سهام أبو عوّاد,Show all 3 editions,,6 people want to read,
9789948877134,60843144,ورحلت جوهرتي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650360596i/60843144.jpg,https://www.goodreads.com/book/show/60843144,"Published January 1, 2021",2 ratings,2 reviews,4.0,0 (0%),2 (100%),0 (0%),0 (0%),0 (0%),عادل علي السميطي,https://www.goodreads.com/author/show/18340505._,4 ,5 followers,,"104 pages, Paperback","January 1, 2021 by تنوين للنشر والتوزيع",Arabic,,عادل علي السميطي,Show all editions,1 person is currently reading,,
9789953876375,17971178,كافئي نفسك,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369265163i/17971178.jpg,https://www.goodreads.com/book/show/17971178,"First published January 1, 2008","6,209 ratings",351 reviews,3.87,"2,231 (35%)","1,812 (29%)","1,468 (23%)",502 (8%),196 (3%),Danielle Steel,https://www.goodreads.com/author/show/14255.Danielle_Steel,592 ,12.6k followers,Honor Thyself,287 pages,"January 1, 2009 by الدار العربية للعلوم ناشرون",Arabic,Paris (France),"Danielle Steel,دانيال ستيل",Show all 70 editions,760 people are currently reading,"3,251 people want to read","Romance,Fiction,Chick Lit,Contemporary,Audiobook,Drama,Womens Fiction"
